Effective date ,S&P 500 Carbon Efficient Index (USD),,,,,,,,
29.11.13,235.11,,,,,,,,
02.12.13,234.47,,,,,,,,
03.12.13,233.79,,,,,,,,
04.12.13,233.4,,,,,,,,
05.12.13,232.37,,,,,,,,
06.12.13,234.91,,,,,,,,
09.12.13,235.31,,,,,,,,
10.12.13,234.6,,,,,,,,
11.12.13,232.03,,,,,,,,
12.12.13,231.11,,,,,,,,
13.12.13,231.1,,,,,,,,
16.12.13,232.54,,,,,,,,
17.12.13,231.75,,,,,,,,
18.12.13,235.53,,,,,,,,
19.12.13,235.33,,,,,,,,
20.12.13,236.63,,,,,,,,
23.12.13,237.85,,,,,,,,
24.12.13,238.57,,,,,,,,
26.12.13,239.71,,,,,,,,
27.12.13,239.7,,,,,,,,
30.12.13,239.65,,,,,,,,
31.12.13,240.62,,,,,,,,
02.01.14,238.37,,,,,,,,
03.01.14,238.23,,,,,,,,
06.01.14,237.5,,,,,,,,
07.01.14,238.9,,,,,,,,
08.01.14,238.81,,,,,,,,
09.01.14,238.94,,,,,,,,
10.01.14,239.43,,,,,,,,
13.01.14,236.54,,,,,,,,
14.01.14,239,,,,,,,,
15.01.14,240.33,,,,,,,,
16.01.14,240.01,,,,,,,,
17.01.14,239.1,,,,,,,,
21.01.14,239.75,,,,,,,,
22.01.14,239.9,,,,,,,,
23.01.14,237.72,,,,,,,,
24.01.14,232.77,,,,,,,,
27.01.14,231.63,,,,,,,,
28.01.14,232.87,,,,,,,,
29.01.14,230.5,,,,,,,,
30.01.14,232.94,,,,,,,,
31.01.14,231.29,,,,,,,,
03.02.14,226.02,,,,,,,,
04.02.14,227.79,,,,,,,,
05.02.14,227.29,,,,,,,,
06.02.14,230.13,,,,,,,,
07.02.14,233.1,,,,,,,,
10.02.14,233.47,,,,,,,,
11.02.14,236.06,,,,,,,,
12.02.14,236.01,,,,,,,,
13.02.14,237.41,,,,,,,,
14.02.14,238.61,,,,,,,,
18.02.14,238.91,,,,,,,,
19.02.14,237.31,,,,,,,,
20.02.14,238.61,,,,,,,,
21.02.14,238.06,,,,,,,,
24.02.14,239.59,,,,,,,,
25.02.14,239.26,,,,,,,,
26.02.14,239.27,,,,,,,,
27.02.14,240.52,,,,,,,,
28.02.14,241.24,,,,,,,,
03.03.14,239.46,,,,,,,,
04.03.14,243.02,,,,,,,,
05.03.14,242.96,,,,,,,,
06.03.14,243.38,,,,,,,,
07.03.14,243.48,,,,,,,,
10.03.14,243.3,,,,,,,,
11.03.14,242.09,,,,,,,,
12.03.14,242.03,,,,,,,,
13.03.14,239.26,,,,,,,,
14.03.14,238.64,,,,,,,,
17.03.14,240.92,,,,,,,,
18.03.14,242.67,,,,,,,,
19.03.14,241.27,,,,,,,,
20.03.14,242.72,,,,,,,,
21.03.14,242.1,,,,,,,,
24.03.14,240.96,,,,,,,,
25.03.14,242.02,,,,,,,,
26.03.14,240.35,,,,,,,,
27.03.14,239.78,,,,,,,,
28.03.14,240.84,,,,,,,,
31.03.14,242.73,,,,,,,,
01.04.14,244.52,,,,,,,,
02.04.14,245.27,,,,,,,,
03.04.14,244.89,,,,,,,,
04.04.14,241.79,,,,,,,,
07.04.14,239.11,,,,,,,,
08.04.14,239.99,,,,,,,,
09.04.14,242.64,,,,,,,,
10.04.14,237.49,,,,,,,,
11.04.14,235.14,,,,,,,,
14.04.14,237.22,,,,,,,,
15.04.14,238.88,,,,,,,,
16.04.14,241.34,,,,,,,,
17.04.14,241.6,,,,,,,,
21.04.14,242.61,,,,,,,,
22.04.14,243.68,,,,,,,,
23.04.14,243.16,,,,,,,,
24.04.14,243.58,,,,,,,,
25.04.14,241.63,,,,,,,,
28.04.14,242.4,,,,,,,,
29.04.14,243.58,,,,,,,,
30.04.14,244.35,,,,,,,,
01.05.14,244.32,,,,,,,,
02.05.14,244.01,,,,,,,,
05.05.14,244.49,,,,,,,,
06.05.14,242.29,,,,,,,,
07.05.14,243.61,,,,,,,,
08.05.14,243.27,,,,,,,,
09.05.14,243.6,,,,,,,,
12.05.14,246.03,,,,,,,,
13.05.14,246.08,,,,,,,,
14.05.14,244.94,,,,,,,,
15.05.14,242.68,,,,,,,,
16.05.14,243.58,,,,,,,,
19.05.14,244.55,,,,,,,,
20.05.14,242.94,,,,,,,,
21.05.14,244.96,,,,,,,,
22.05.14,245.6,,,,,,,,
23.05.14,246.63,,,,,,,,
27.05.14,248.09,,,,,,,,
28.05.14,247.79,,,,,,,,
29.05.14,249.15,,,,,,,,
30.05.14,249.6,,,,,,,,
02.06.14,249.79,,,,,,,,
03.06.14,249.74,,,,,,,,
04.06.14,250.27,,,,,,,,
05.06.14,251.83,,,,,,,,
06.06.14,253.02,,,,,,,,
09.06.14,253.3,,,,,,,,
10.06.14,253.23,,,,,,,,
11.06.14,252.3,,,,,,,,
12.06.14,250.54,,,,,,,,
13.06.14,251.32,,,,,,,,
16.06.14,251.51,,,,,,,,
17.06.14,252.04,,,,,,,,
18.06.14,254.02,,,,,,,,
19.06.14,254.41,,,,,,,,
20.06.14,254.91,,,,,,,,
23.06.14,254.86,,,,,,,,
24.06.14,253.17,,,,,,,,
25.06.14,254.45,,,,,,,,
26.06.14,254.15,,,,,,,,
27.06.14,254.68,,,,,,,,
30.06.14,254.6,,,,,,,,
01.07.14,256.26,,,,,,,,
02.07.14,256.45,,,,,,,,
03.07.14,257.86,,,,,,,,
07.07.14,256.87,,,,,,,,
08.07.14,254.99,,,,,,,,
09.07.14,256.2,,,,,,,,
10.07.14,255.08,,,,,,,,
11.07.14,255.47,,,,,,,,
14.07.14,256.75,,,,,,,,
15.07.14,256.23,,,,,,,,
16.07.14,257.28,,,,,,,,
17.07.14,254.3,,,,,,,,
18.07.14,256.89,,,,,,,,
21.07.14,256.29,,,,,,,,
22.07.14,257.6,,,,,,,,
23.07.14,258.05,,,,,,,,
24.07.14,258.14,,,,,,,,
25.07.14,256.91,,,,,,,,
28.07.14,256.97,,,,,,,,
29.07.14,255.86,,,,,,,,
30.07.14,255.92,,,,,,,,
31.07.14,250.86,,,,,,,,
01.08.14,250.09,,,,,,,,
04.08.14,251.71,,,,,,,,
05.08.14,249.28,,,,,,,,
06.08.14,249.3,,,,,,,,
07.08.14,247.93,,,,,,,,
08.08.14,250.8,,,,,,,,
11.08.14,251.5,,,,,,,,
12.08.14,251.07,,,,,,,,
13.08.14,252.78,,,,,,,,
14.08.14,253.78,,,,,,,,
15.08.14,253.87,,,,,,,,
18.08.14,256.12,,,,,,,,
19.08.14,257.48,,,,,,,,
20.08.14,258.09,,,,,,,,
21.08.14,258.84,,,,,,,,
22.08.14,258.33,,,,,,,,
25.08.14,259.62,,,,,,,,
26.08.14,259.9,,,,,,,,
27.08.14,259.9,,,,,,,,
28.08.14,259.42,,,,,,,,
29.08.14,260.24,,,,,,,,
02.09.14,260.1,,,,,,,,
03.09.14,259.82,,,,,,,,
04.09.14,259.36,,,,,,,,
05.09.14,260.64,,,,,,,,
08.09.14,259.83,,,,,,,,
09.09.14,258.13,,,,,,,,
10.09.14,259.15,,,,,,,,
11.09.14,259.33,,,,,,,,
12.09.14,257.78,,,,,,,,
15.09.14,257.57,,,,,,,,
16.09.14,259.5,,,,,,,,
17.09.14,259.81,,,,,,,,
18.09.14,261.07,,,,,,,,
19.09.14,260.97,,,,,,,,
22.09.14,258.97,,,,,,,,
23.09.14,257.45,,,,,,,,
24.09.14,259.49,,,,,,,,
25.09.14,255.27,,,,,,,,
26.09.14,257.53,,,,,,,,
29.09.14,256.84,,,,,,,,
30.09.14,256.14,,,,,,,,
01.10.14,252.76,,,,,,,,
02.10.14,252.68,,,,,,,,
03.10.14,255.47,,,,,,,,
06.10.14,255.03,,,,,,,,
07.10.14,251.23,,,,,,,,
08.10.14,255.68,,,,,,,,
09.10.14,250.4,,,,,,,,
10.10.14,247.6,,,,,,,,
13.10.14,243.47,,,,,,,,
14.10.14,243.73,,,,,,,,
15.10.14,241.76,,,,,,,,
16.10.14,241.81,,,,,,,,
17.10.14,244.95,,,,,,,,
20.10.14,247.21,,,,,,,,
21.10.14,252.12,,,,,,,,
22.10.14,250.22,,,,,,,,
23.10.14,253.43,,,,,,,,
24.10.14,255.17,,,,,,,,
27.10.14,254.75,,,,,,,,
28.10.14,257.85,,,,,,,,
29.10.14,257.52,,,,,,,,
30.10.14,259.26,,,,,,,,
31.10.14,262.31,,,,,,,,
03.11.14,262.19,,,,,,,,
04.11.14,261.27,,,,,,,,
05.11.14,262.69,,,,,,,,
06.11.14,263.6,,,,,,,,
07.11.14,263.76,,,,,,,,
10.11.14,264.51,,,,,,,,
11.11.14,264.67,,,,,,,,
12.11.14,264.48,,,,,,,,
13.11.14,264.56,,,,,,,,
14.11.14,264.52,,,,,,,,
17.11.14,264.7,,,,,,,,
18.11.14,266.08,,,,,,,,
19.11.14,265.67,,,,,,,,
20.11.14,266.23,,,,,,,,
21.11.14,267.68,,,,,,,,
24.11.14,268.57,,,,,,,,
25.11.14,268.23,,,,,,,,
26.11.14,268.82,,,,,,,,
28.11.14,268.08,,,,,,,,
01.12.14,266.19,,,,,,,,
02.12.14,267.85,,,,,,,,
03.12.14,268.91,,,,,,,,
04.12.14,268.56,,,,,,,,
05.12.14,269.04,,,,,,,,
08.12.14,267.04,,,,,,,,
09.12.14,267.11,,,,,,,,
10.12.14,262.67,,,,,,,,
11.12.14,263.85,,,,,,,,
12.12.14,259.61,,,,,,,,
15.12.14,257.9,,,,,,,,
16.12.14,255.72,,,,,,,,
17.12.14,260.81,,,,,,,,
18.12.14,267.11,,,,,,,,
19.12.14,268.34,,,,,,,,
22.12.14,269.18,,,,,,,,
23.12.14,269.65,,,,,,,,
24.12.14,269.71,,,,,,,,
26.12.14,270.7,,,,,,,,
29.12.14,270.94,,,,,,,,
30.12.14,269.58,,,,,,,,
31.12.14,266.8,,,,,,,,
02.01.15,266.67,,,,,,,,
05.01.15,261.86,,,,,,,,
06.01.15,259.52,,,,,,,,
07.01.15,262.54,,,,,,,,
08.01.15,267.23,,,,,,,,
09.01.15,264.92,,,,,,,,
12.01.15,262.81,,,,,,,,
13.01.15,262.12,,,,,,,,
14.01.15,260.56,,,,,,,,
15.01.15,258.01,,,,,,,,
16.01.15,261.55,,,,,,,,
20.01.15,262.06,,,,,,,,
21.01.15,263.35,,,,,,,,
22.01.15,267.32,,,,,,,,
23.01.15,265.77,,,,,,,,
26.01.15,266.44,,,,,,,,
27.01.15,262.88,,,,,,,,
28.01.15,259.4,,,,,,,,
29.01.15,261.95,,,,,,,,
30.01.15,258.74,,,,,,,,
02.02.15,262.1,,,,,,,,
03.02.15,265.93,,,,,,,,
04.02.15,264.75,,,,,,,,
05.02.15,267.41,,,,,,,,
06.02.15,266.47,,,,,,,,
09.02.15,265.44,,,,,,,,
10.02.15,268.24,,,,,,,,
11.02.15,268.29,,,,,,,,
12.02.15,270.94,,,,,,,,
13.02.15,272.09,,,,,,,,
17.02.15,272.66,,,,,,,,
18.02.15,272.64,,,,,,,,
19.02.15,272.39,,,,,,,,
20.02.15,274.06,,,,,,,,
23.02.15,274.08,,,,,,,,
24.02.15,274.87,,,,,,,,
25.02.15,274.62,,,,,,,,
26.02.15,274.25,,,,,,,,
27.02.15,273.51,,,,,,,,
02.03.15,275.27,,,,,,,,
03.03.15,274.05,,,,,,,,
04.03.15,272.89,,,,,,,,
05.03.15,273.16,,,,,,,,
06.03.15,269.26,,,,,,,,
09.03.15,270.37,,,,,,,,
10.03.15,265.78,,,,,,,,
11.03.15,265.23,,,,,,,,
12.03.15,268.55,,,,,,,,
13.03.15,266.87,,,,,,,,
16.03.15,270.49,,,,,,,,
17.03.15,269.63,,,,,,,,
18.03.15,272.8,,,,,,,,
19.03.15,271.52,,,,,,,,
20.03.15,274.02,,,,,,,,
23.03.15,273.57,,,,,,,,
24.03.15,271.86,,,,,,,,
25.03.15,267.82,,,,,,,,
26.03.15,267.2,,,,,,,,
27.03.15,267.75,,,,,,,,
30.03.15,270.95,,,,,,,,
31.03.15,268.61,,,,,,,,
01.04.15,267.67,,,,,,,,
02.04.15,268.63,,,,,,,,
06.04.15,270.49,,,,,,,,
07.04.15,269.94,,,,,,,,
08.04.15,270.63,,,,,,,,
09.04.15,271.93,,,,,,,,
10.04.15,273.42,,,,,,,,
13.04.15,272.14,,,,,,,,
14.04.15,272.62,,,,,,,,
15.04.15,274.11,,,,,,,,
16.04.15,274.04,,,,,,,,
17.04.15,270.92,,,,,,,,
20.04.15,273.36,,,,,,,,
21.04.15,272.92,,,,,,,,
22.04.15,274.36,,,,,,,,
23.04.15,275.07,,,,,,,,
24.04.15,275.65,,,,,,,,
27.04.15,274.6,,,,,,,,
28.04.15,275.3,,,,,,,,
29.04.15,274.34,,,,,,,,
30.04.15,271.61,,,,,,,,
01.05.15,274.52,,,,,,,,
04.05.15,275.23,,,,,,,,
05.05.15,272.06,,,,,,,,
06.05.15,270.84,,,,,,,,
